"TITLE";"STATUS";"SLUG";"LONG DESCRIPTION";"TYPE";"ADDITIONALTYPES";"PRICE";"PRICERANGE";"INSTOCK";"SOLDCOUNT";"AVAILABLESINCE";"LASTCHECKEDAT";"IMAGE";"DISCOUNTS";"ARTICLENUMBERS";"ARTICLECATEGORY";"DIMENSIONS";"COLORS"
"Awesome Plastic Sausages";"Published";"sed-necessitatibus-enim";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"Mug";"[""Pen"",""Calendar""]";"725";"{""min"":580,""max"":870}";"false";"744";"Fri Oct 11 2024 21:53:39 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":40,""price"":818},{""quantity"":27,""price"":180},{""quantity"":43,""price"":743}]";"[null,null,null]";"Office";"{""width"":29.9,""height"":32.33,""depth"":35.71}";"[{""hex"":""#00FFFF"",""name"":""Cyan""},{""hex"":""#FF7F50"",""name"":""Coral""},{""hex"":""#00008B"",""name"":""DarkBlue""}]"
"Practical Frozen Gloves";"Published";"minus-et-quo";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"Calendar";"[]";"493";"{""min"":394.40000000000003,""max"":591.6}";"false";"312";"Thu Jan 18 2024 17:23:13 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":25,""price"":615},{""quantity"":12,""price"":214},{""quantity"":73,""price"":620}]";"[null,null]";"Office";"{""width"":27.41,""height"":57.31,""depth"":96.32}";"[{""hex"":""#0000FF"",""name"":""Blue""},{""hex"":""#000000"",""name"":""Black""}]"
"Unbranded Frozen Keyboard";"Published";"enim-eos-atque";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"Watch";"[""Bag""]";"302";"{""min"":241.60000000000002,""max"":362.4}";"false";"247";"Fri May 24 2024 10:22:51 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":91,""price"":346},{""quantity"":40,""price"":158}]";"[null]";"Accessories";"{""width"":13.3,""height"":9.18,""depth"":24.33}";"[{""hex"":""#F0F8FF"",""name"":""AliceBlue""}]"
"Awesome Wooden Gloves";"Published";"sit-inventore-suscipit";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"Notebook";"[""Calendar"",""Pen""]";"922";"{""min"":737.6,""max"":1106.3999999999999}";"true";"264";"Mon Feb 26 2024 22:13:16 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":78,""price"":906},{""quantity"":36,""price"":66},{""quantity"":82,""price"":822}]";"[null]";"Office";"{""width"":15.52,""height"":23.27,""depth"":72.66}";"[{""hex"":""#00008B"",""name"":""DarkBlue""}]"
"Small Fresh Salad";"Published";"facere-iure-et";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"Mug";"[]";"975";"{""min"":780,""max"":1170}";"true";"942";"Tue Jan 16 2024 11:05:21 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":72,""price"":945},{""quantity"":86,""price"":43},{""quantity"":19,""price"":58}]";"[null,null]";"Office";"{""width"":19.14,""height"":18.02,""depth"":10.39}";"[{""hex"":""#FF7F50"",""name"":""Coral""},{""hex"":""#A9A9A9"",""name"":""DarkGray""},{""hex"":""#5F9EA0"",""name"":""CadetBlue""},{""hex"":""#FAEBD7"",""name"":""AntiqueWhite""}]"
"Small Granite Ball";"Published";"enim-ea-odit";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"Cap";"[""Pants"",""Shirt""]";"295";"{""min"":236,""max"":354}";"true";"621";"Sun Sep 15 2024 11:09:10 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":29,""price"":636}]";"[null,null,null]";"Apparel";"{""width"":5.29,""height"":47.28,""depth"":41.5}";"[{""hex"":""#FFE4C4"",""name"":""Bisque""},{""hex"":""#DC143C"",""name"":""Crimson""},{""hex"":""#FF00FF"",""name"":""Magenta""},{""hex"":""#FF7F50"",""name"":""Coral""}]"
"Awesome Wooden Table";"Published";"laborum-voluptas-sed";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"Wallet";"[]";"432";"{""min"":345.6,""max"":518.4}";"true";"119";"Tue May 14 2024 21:26:55 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":9,""price"":356},{""quantity"":95,""price"":251}]";"[null,null]";"Accessories";"{""width"":25.9,""height"":94.94,""depth"":68.82}";"[{""hex"":""#FFE4C4"",""name"":""Bisque""}]"
"Refined Frozen Bacon";"Published";"dolor-rem-incidunt";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"Cap";"[""Shirt"",""Tie""]";"107";"{""min"":85.60000000000001,""max"":128.4}";"false";"284";"Fri Dec 06 2024 09:21:11 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":21,""price"":394},{""quantity"":34,""price"":898}]";"[null,null]";"Apparel";"{""width"":13.36,""height"":6.21,""depth"":86.77}";"[{""hex"":""#FF7F50"",""name"":""Coral""},{""hex"":""#C0C0C0"",""name"":""Silver""},{""hex"":""#7FFF00"",""name"":""Chartreuse""},{""hex"":""#00FF00"",""name"":""Lime""}]"
"Awesome Wooden Towels";"Published";"repudiandae-qui-molestiae";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"Watch";"[]";"371";"{""min"":296.8,""max"":445.2}";"false";"612";"Mon Jul 01 2024 07:43:20 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":56,""price"":925},{""quantity"":30,""price"":573},{""quantity"":60,""price"":235}]";"[null,null]";"Accessories";"{""width"":33.83,""height"":71.96,""depth"":56.27}";"[{""hex"":""#FF7F50"",""name"":""Coral""},{""hex"":""#F5F5DC"",""name"":""Beige""}]"
"Small Steel Shoes";"Published";"dolores-dolorem-in";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"Mug";"[]";"153";"{""min"":122.4,""max"":183.6}";"false";"567";"Sun May 19 2024 05:02:02 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":25,""price"":102}]";"[null,null,null]";"Office";"{""width"":37.04,""height"":43.78,""depth"":90.27}";"[{""hex"":""#008000"",""name"":""Green""},{""hex"":""#483D8B"",""name"":""DarkSlateBlue""}]"
"Small Granite Soap";"Published";"enim-sit-ullam";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"Wallet";"[""Sunglasses""]";"613";"{""min"":490.40000000000003,""max"":735.6}";"true";"384";"Thu Aug 22 2024 06:08:49 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":9,""price"":140},{""quantity"":82,""price"":867}]";"[null,null,null]";"Accessories";"{""width"":10.73,""height"":8.9,""depth"":12.42}";"[{""hex"":""#00FF00"",""name"":""Lime""},{""hex"":""#7FFFD4"",""name"":""Aquamarine""}]"
"Licensed Cotton Ball";"Published";"similique-ut-autem";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"Wallet";"[""Watch"",""Bag""]";"876";"{""min"":700.8000000000001,""max"":1051.2}";"true";"423";"Mon Feb 05 2024 20:25:41 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":79,""price"":478}]";"[null]";"Accessories";"{""width"":32.57,""height"":68.67,""depth"":93.61}";"[{""hex"":""#E9967A"",""name"":""DarkSalmon""},{""hex"":""#FF0000"",""name"":""Red""},{""hex"":""#008000"",""name"":""Green""},{""hex"":""#A9A9A9"",""name"":""DarkGray""}]"
"Gorgeous Frozen Shirt";"Published";"ad-corrupti-corporis";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"Jacket";"[""Pants""]";"532";"{""min"":425.6,""max"":638.4}";"false";"293";"Mon Jul 29 2024 14:58:25 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":41,""price"":522},{""quantity"":35,""price"":897}]";"[null]";"Apparel";"{""width"":53.69,""height"":66.97,""depth"":63.2}";"[{""hex"":""#BDB76B"",""name"":""DarkKhaki""},{""hex"":""#00CED1"",""name"":""DarkTurquoise""},{""hex"":""#FFEBCD"",""name"":""BlanchedAlmond""},{""hex"":""#B8860B"",""name"":""DarkGoldenRod""}]"
"Sleek Frozen Tuna";"Unpublished";"magnam-occaecati-aspernatur";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"Cap";"[""Pants""]";"267";"{""min"":213.60000000000002,""max"":320.4}";"true";"773";"Fri Mar 29 2024 05:45:18 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":26,""price"":189}]";"[null,null,null]";"Apparel";"{""width"":73.55,""height"":50.47,""depth"":11.93}";"[{""hex"":""#FFF8DC"",""name"":""Cornsilk""},{""hex"":""#800000"",""name"":""Maroon""}]"
"Licensed Granite Pizza";"Published";"repellendus-omnis-assumenda";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"Watch";"[]";"650";"{""min"":520,""max"":780}";"true";"812";"Fri May 24 2024 09:34:25 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":31,""price"":831},{""quantity"":99,""price"":449}]";"[null]";"Accessories";"{""width"":17.25,""height"":27.43,""depth"":98.16}";"[{""hex"":""#7FFFD4"",""name"":""Aquamarine""},{""hex"":""#FFEBCD"",""name"":""BlanchedAlmond""}]"
"Awesome Rubber Pizza";"Published";"deleniti-maiores-autem";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"Bag";"[""Watch"",""Sunglasses""]";"820";"{""min"":656,""max"":984}";"true";"60";"Tue Aug 20 2024 14:46:14 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":70,""price"":424},{""quantity"":41,""price"":170},{""quantity"":27,""price"":619}]";"[null]";"Accessories";"{""width"":98.64,""height"":88,""depth"":27.65}";"[{""hex"":""#D2691E"",""name"":""Chocolate""}]"
"Intelligent Metal Keyboard";"Published";"voluptas-aut-assumenda";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"Cap";"[""Shoes"",""Shirt""]";"992";"{""min"":793.6,""max"":1190.3999999999999}";"false";"760";"Sun Dec 22 2024 16:53:00 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":66,""price"":147},{""quantity"":58,""price"":154},{""quantity"":51,""price"":661}]";"[null,null,null]";"Apparel";"{""width"":90.15,""height"":86.3,""depth"":48.32}";"[{""hex"":""#00008B"",""name"":""DarkBlue""},{""hex"":""#FAEBD7"",""name"":""AntiqueWhite""},{""hex"":""#8B008B"",""name"":""DarkMagenta""},{""hex"":""#E9967A"",""name"":""DarkSalmon""}]"
"Handcrafted Rubber Salad";"Published";"ea-quod-suscipit";"The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality";"Mug";"[]";"765";"{""min"":612,""max"":918}";"false";"165";"Mon Dec 16 2024 16:13:15 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":77,""price"":208}]";"[null,null,null]";"Office";"{""width"":20.97,""height"":49.93,""depth"":89.33}";"[{""hex"":""#B8860B"",""name"":""DarkGoldenRod""},{""hex"":""#00FFFF"",""name"":""Cyan""},{""hex"":""#000000"",""name"":""Black""}]"
"Fantastic Concrete Tuna";"Deleted";"sed-voluptas-quo";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"Mug";"[""Notebook""]";"801";"{""min"":640.8000000000001,""max"":961.1999999999999}";"true";"966";"Wed Apr 17 2024 00:09:36 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":35,""price"":284},{""quantity"":42,""price"":903},{""quantity"":68,""price"":512}]";"[null,null,null]";"Office";"{""width"":8.31,""height"":9.4,""depth"":88.17}";"[{""hex"":""#5F9EA0"",""name"":""CadetBlue""}]"
"Practical Cotton Hat";"Published";"sed-sed-dolores";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"Socks";"[""Cap""]";"701";"{""min"":560.8000000000001,""max"":841.1999999999999}";"false";"607";"Mon Aug 12 2024 16:40:32 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":89,""price"":853}]";"[null]";"Apparel";"{""width"":69.82,""height"":1.71,""depth"":72.53}";"[{""hex"":""#FF00FF"",""name"":""Magenta""},{""hex"":""#008080"",""name"":""Teal""},{""hex"":""#FF00FF"",""name"":""Magenta""},{""hex"":""#DC143C"",""name"":""Crimson""}]"
"Ergonomic Plastic Shoes";"Published";"repellendus-assumenda-qui";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"Cap";"[""Shirt"",""Tie""]";"503";"{""min"":402.40000000000003,""max"":603.6}";"false";"927";"Sun Oct 27 2024 10:37:27 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":18,""price"":686},{""quantity"":94,""price"":482},{""quantity"":94,""price"":856}]";"[null]";"Apparel";"{""width"":28.47,""height"":1.88,""depth"":48.54}";"[{""hex"":""#A52A2A"",""name"":""Brown""},{""hex"":""#DEB887"",""name"":""BurlyWood""}]"
"Small Metal Chips";"Unpublished";"quisquam-est-ut";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"Cap";"[]";"395";"{""min"":316,""max"":474}";"false";"732";"Thu Jan 18 2024 03:49:36 GMT+0100 (Central European Standard Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":92,""price"":960},{""quantity"":33,""price"":429},{""quantity"":61,""price"":442}]";"[null]";"Apparel";"{""width"":34.29,""height"":11.28,""depth"":94.55}";"[{""hex"":""#008080"",""name"":""Teal""},{""hex"":""#F5F5DC"",""name"":""Beige""},{""hex"":""#FFE4C4"",""name"":""Bisque""}]"
"Tasty Plastic Fish";"Published";"sed-nemo-ratione";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"Cap";"[""Shoes""]";"799";"{""min"":639.2,""max"":958.8}";"true";"710";"Wed Apr 24 2024 22:03:32 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":49,""price"":487},{""quantity"":2,""price"":933},{""quantity"":32,""price"":938}]";"[null,null,null]";"Apparel";"{""width"":82.49,""height"":6.88,""depth"":46.52}";"[{""hex"":""#7FFFD4"",""name"":""Aquamarine""},{""hex"":""#5F9EA0"",""name"":""CadetBlue""},{""hex"":""#DC143C"",""name"":""Crimson""}]"
"Incredible Frozen Shoes";"Published";"veritatis-praesentium-maxime";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"Notebook";"[""Calendar"",""Pen""]";"87";"{""min"":69.60000000000001,""max"":104.39999999999999}";"false";"92";"Thu Sep 12 2024 14:18:14 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":53,""price"":212}]";"[null,null]";"Office";"{""width"":12.66,""height"":98.12,""depth"":12}";"[{""hex"":""#2F4F4F"",""name"":""DarkSlateGray""},{""hex"":""#FAEBD7"",""name"":""AntiqueWhite""},{""hex"":""#BDB76B"",""name"":""DarkKhaki""},{""hex"":""#8B0000"",""name"":""DarkRed""}]"
"Refined Plastic Keyboard";"Published";"maiores-molestiae-officia";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"Notebook";"[""Mug"",""Pen""]";"369";"{""min"":295.2,""max"":442.8}";"false";"692";"Sat Jul 20 2024 22:20:57 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":50,""price"":790}]";"[null,null,null]";"Office";"{""width"":86.26,""height"":84.75,""depth"":58.47}";"[{""hex"":""#B8860B"",""name"":""DarkGoldenRod""},{""hex"":""#FAEBD7"",""name"":""AntiqueWhite""},{""hex"":""#008000"",""name"":""Green""}]"
"Rustic Fresh Sausages";"Unpublished";"aut-eos-possimus";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"Socks";"[""Shoes"",""Jacket""]";"925";"{""min"":740,""max"":1110}";"false";"949";"Tue Apr 23 2024 12:08:15 GMT+0200 (Central European Summer Time)";"Thu Jan 09 2025 11:10:45 GMT+0100 (Central European Standard Time)";"https://images.unsplash.com/photo-1601987078505-d93c4cc17b5e";"[{""quantity"":74,""price"":416}]";"[null,null]";"Apparel";"{""width"":74.63,""height"":59.75,""depth"":52.31}";"[{""hex"":""#808000"",""name"":""Olive""},{""hex"":""#DEB887"",""name"":""BurlyWood""}]"
